date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-12-07,8,3,0.0,3.8,2,0,06:15 AM,05:01 PM,06:39 AM,04:52 PM,1,3,6,3,27,89,68,2.1,1034,8,10,347,21,shanghai
2018-12-08,4,3,0.9,3.8,1,0,07:12 AM,05:47 PM,06:40 AM,04:52 PM,-3,-0,3,-0,22,92,65,1.1,1036,4,8,342,17,shanghai
2018-12-09,6,1,0.0,3.8,1,7,08:05 AM,06:35 PM,06:40 AM,04:52 PM,2,1,4,1,17,100,83,3.0,1033,6,9,249,13,shanghai
2018-12-10,10,8,0.0,3.8,2,14,08:55 AM,07:27 PM,06:41 AM,04:52 PM,7,7,10,7,25,100,84,6.1,1028,10,8,51,17,shanghai
2018-12-11,10,5,0.0,3.8,2,21,09:41 AM,08:19 PM,06:42 AM,04:53 PM,6,6,9,6,23,88,80,1.8,1029,10,10,298,16,shanghai
2018-12-12,8,2,0.0,7.1,2,29,10:22 AM,09:12 PM,06:43 AM,04:53 PM,-0,2,5,2,19,40,67,0.0,1033,8,10,325,15,shanghai
2018-12-13,8,3,0.0,8.7,3,36,11:00 AM,10:06 PM,06:43 AM,04:53 PM,-3,6,8,6,11,4,49,0.0,1034,8,10,341,10,shanghai
2018-12-14,11,3,0.0,7.1,2,43,11:35 AM,10:59 PM,06:44 AM,04:54 PM,1,6,8,6,15,27,61,0.0,1035,11,10,143,11,shanghai
2018-12-15,11,9,0.0,3.8,2,51,12:07 PM,11:53 PM,06:45 AM,04:54 PM,6,8,10,8,16,96,74,0.4,1030,11,9,102,11,shanghai
2018-12-16,10,7,0.0,8.7,3,58,12:39 PM,No moonset,06:45 AM,04:54 PM,2,7,9,7,20,33,61,0.8,1025,10,10,289,17,shanghai
2018-12-17,13,6,0.0,8.7,4,65,01:11 PM,12:47 AM,06:46 AM,04:55 PM,2,12,13,12,12,0,50,0.0,1025,13,10,282,10,shanghai
2018-12-18,16,7,0.0,8.7,4,72,01:45 PM,01:44 AM,06:46 AM,04:55 PM,5,15,15,15,9,0,52,0.0,1024,16,10,219,7,shanghai
2018-12-19,16,11,0.0,5.4,3,80,02:21 PM,02:42 AM,06:47 AM,04:55 PM,5,13,14,13,13,60,58,0.0,1020,16,10,214,8,shanghai
2018-12-20,15,11,0.0,5.4,3,87,03:01 PM,03:44 AM,06:48 AM,04:56 PM,10,13,13,13,14,69,79,0.9,1020,15,8,110,10,shanghai
2018-12-21,16,10,0.0,3.8,3,94,03:47 PM,04:47 AM,06:48 AM,04:56 PM,11,15,14,15,7,56,82,0.0,1021,16,10,156,5,shanghai
2018-12-22,14,13,0.0,3.8,3,100,04:39 PM,05:54 AM,06:49 AM,04:57 PM,13,14,14,14,12,100,93,5.6,1021,14,8,123,9,shanghai
2018-12-23,13,9,0.0,8.7,4,100,05:38 PM,06:59 AM,06:49 AM,04:57 PM,5,11,12,11,19,33,63,0.3,1028,13,9,262,15,shanghai
2018-12-24,12,8,0.0,7.1,3,84,06:43 PM,08:02 AM,06:50 AM,04:58 PM,4,10,11,10,13,38,63,0.0,1027,12,10,145,10,shanghai
2018-12-25,13,10,0.0,3.8,3,77,07:51 PM,08:59 AM,06:50 AM,04:58 PM,8,11,12,11,13,78,75,0.0,1021,13,10,104,10,shanghai
2018-12-26,11,9,0.0,3.8,3,69,08:59 PM,09:51 AM,06:50 AM,04:59 PM,8,8,11,8,24,100,82,2.3,1022,11,10,36,18,shanghai
2018-12-27,8,5,0.0,3.9,2,62,10:06 PM,10:36 AM,06:51 AM,05:00 PM,1,4,7,4,25,98,65,0.2,1030,8,10,20,18,shanghai
2018-12-28,3,-1,0.0,8.7,2,55,11:10 PM,11:17 AM,06:51 AM,05:00 PM,-7,-2,2,-2,22,41,50,0.0,1037,3,10,337,18,shanghai
2018-12-29,4,-1,0.0,8.7,2,48,No moonrise,11:54 AM,06:52 AM,05:01 PM,-8,-3,2,-3,19,16,48,0.0,1039,4,10,334,16,shanghai
2018-12-30,3,1,1.7,3.9,1,40,12:12 AM,12:29 PM,06:52 AM,05:02 PM,-3,-2,2,-2,17,80,72,2.0,1039,3,8,335,13,shanghai
2018-12-31,6,1,0.0,3.9,1,36,01:13 AM,01:05 PM,06:52 AM,05:02 PM,1,1,4,1,15,78,80,0.2,1038,6,10,340,11,shanghai
2019-01-01,8,5,0.0,7.1,2,26,02:12 AM,01:41 PM,06:52 AM,05:03 PM,-1,3,6,3,16,63,64,0.0,1037,8,10,221,12,shanghai
2019-01-02,6,4,0.0,5.5,2,19,03:11 AM,02:18 PM,06:53 AM,05:04 PM,-0,3,5,3,14,79,66,0.1,1036,6,10,17,10,shanghai
2019-01-03,9,4,0.0,3.9,2,11,04:08 AM,02:59 PM,06:53 AM,05:04 PM,3,6,8,6,15,96,71,0.0,1033,9,10,67,11,shanghai
2019-01-04,11,5,0.0,3.9,3,4,05:05 AM,03:43 PM,06:53 AM,05:05 PM,8,8,10,8,16,98,90,11.6,1028,11,8,182,11,shanghai
2019-01-05,10,8,0.0,3.9,2,0,05:59 AM,04:30 PM,06:53 AM,05:06 PM,7,7,9,7,14,86,86,7.8,1027,10,7,161,10,shanghai
2019-01-06,9,7,0.0,4.0,2,0,06:50 AM,05:20 PM,06:53 AM,05:07 PM,5,7,8,7,12,77,78,1.1,1029,9,9,162,9,shanghai
2019-01-07,8,7,0.0,4.0,2,3,07:37 AM,06:12 PM,06:53 AM,05:08 PM,4,6,8,6,14,75,77,3.3,1028,8,9,59,10,shanghai
2019-01-08,9,7,0.0,4.0,2,10,08:19 AM,07:05 PM,06:53 AM,05:08 PM,3,6,8,6,17,96,70,2.6,1031,9,8,14,13,shanghai
2019-01-09,7,3,0.0,4.0,2,18,08:59 AM,07:58 PM,06:54 AM,05:09 PM,2,4,7,4,16,90,72,0.9,1032,7,8,44,12,shanghai
2019-01-10,10,4,0.0,4.0,2,25,09:35 AM,08:52 PM,06:54 AM,05:10 PM,6,7,8,7,10,100,83,3.2,1027,10,9,45,8,shanghai
2019-01-11,10,9,0.0,4.0,2,32,10:08 AM,09:45 PM,06:54 AM,05:11 PM,8,8,9,8,12,100,88,2.8,1024,10,6,119,8,shanghai
2019-01-12,9,7,0.0,4.0,2,39,10:39 AM,10:38 PM,06:53 AM,05:12 PM,3,5,8,5,18,81,74,1.7,1025,9,9,317,14,shanghai
2019-01-13,10,6,0.0,8.7,3,47,11:11 AM,11:33 PM,06:53 AM,05:13 PM,2,7,8,7,9,17,68,0.0,1027,10,10,204,8,shanghai
2019-01-14,10,7,0.0,5.6,2,54,11:43 AM,No moonset,06:53 AM,05:13 PM,4,7,8,7,11,54,73,0.1,1026,10,10,53,8,shanghai
2019-01-15,9,6,0.0,4.0,2,61,12:16 PM,12:28 AM,06:53 AM,05:14 PM,4,6,8,6,16,99,73,3.1,1028,9,6,97,12,shanghai
2019-01-16,8,5,0.0,8.7,2,69,12:53 PM,01:26 AM,06:53 AM,05:15 PM,-3,4,6,4,14,45,54,0.0,1030,8,10,270,11,shanghai
2019-01-17,12,6,0.0,8.7,3,76,01:35 PM,02:27 AM,06:53 AM,05:16 PM,-4,8,9,8,9,2,42,0.0,1029,12,10,318,8,shanghai
2019-01-18,12,8,0.0,8.7,4,83,02:22 PM,03:31 AM,06:53 AM,05:17 PM,1,9,10,9,12,0,55,0.0,1027,12,10,119,10,shanghai
2019-01-19,11,9,0.0,7.1,3,90,03:17 PM,04:35 AM,06:52 AM,05:18 PM,6,9,10,9,15,39,74,0.0,1022,11,10,245,11,shanghai
2019-01-20,9,6,0.0,8.7,3,98,04:19 PM,05:40 AM,06:52 AM,05:19 PM,1,6,8,6,20,37,61,0.0,1028,9,10,252,15,shanghai
2019-01-21,11,6,0.0,8.7,3,100,05:27 PM,06:41 AM,06:52 AM,05:20 PM,-3,6,8,6,11,3,46,0.0,1029,11,10,313,10,shanghai
2019-01-22,12,6,0.0,8.7,3,88,06:37 PM,07:37 AM,06:51 AM,05:21 PM,-3,8,9,8,12,1,44,0.0,1026,12,10,278,10,shanghai
2019-01-23,17,8,0.0,8.7,4,81,07:47 PM,08:27 AM,06:51 AM,05:21 PM,-1,12,12,12,8,0,43,0.0,1025,17,10,287,7,shanghai
2019-01-24,16,10,0.0,8.7,4,73,08:55 PM,09:11 AM,06:51 AM,05:22 PM,3,13,13,13,8,0,53,0.0,1025,16,10,105,7,shanghai
2019-01-25,13,8,0.0,8.7,3,66,10:01 PM,09:52 AM,06:50 AM,05:23 PM,4,10,11,10,14,22,60,0.0,1026,13,10,61,11,shanghai
2019-01-26,6,4,0.0,4.0,2,59,11:04 PM,10:29 AM,06:50 AM,05:24 PM,-2,2,5,2,19,64,59,0.0,1034,6,10,280,15,shanghai
2019-01-27,11,2,0.0,8.7,3,51,No moonrise,11:05 AM,06:49 AM,05:25 PM,1,6,8,6,10,6,62,0.0,1030,11,10,191,8,shanghai
2019-01-28,11,8,0.0,5.6,2,44,12:05 AM,11:42 AM,06:49 AM,05:26 PM,2,8,9,8,9,58,64,0.0,1026,11,10,208,7,shanghai
2019-01-29,12,8,0.0,4.0,3,37,01:05 AM,12:19 PM,06:48 AM,05:27 PM,4,9,10,9,11,82,67,0.2,1027,12,10,85,8,shanghai
2019-01-30,17,10,0.0,4.1,3,30,02:03 AM,12:59 PM,06:48 AM,05:28 PM,9,13,13,13,10,84,77,0.3,1023,17,8,128,7,shanghai
2019-01-31,9,4,0.0,4.1,2,26,03:00 AM,01:42 PM,06:47 AM,05:29 PM,4,5,8,5,25,91,77,2.3,1025,9,6,241,18,shanghai
2019-02-01,13,3,0.0,8.7,3,8,03:55 AM,02:27 PM,06:47 AM,05:30 PM,1,7,8,7,9,3,59,0.0,1029,13,10,279,8,shanghai
2019-02-02,14,8,0.0,7.2,3,1,04:46 AM,03:16 PM,06:46 AM,05:30 PM,7,9,11,9,27,25,79,0.0,1019,14,10,161,18,shanghai
2019-02-03,13,6,0.0,4.1,3,0,05:34 AM,04:07 PM,06:45 AM,05:31 PM,8,9,11,9,24,87,81,2.4,1019,13,7,293,16,shanghai
2019-02-04,12,4,0.0,8.7,2,0,06:18 AM,04:59 PM,06:45 AM,05:32 PM,1,7,8,7,14,46,61,0.4,1027,12,9,207,11,shanghai
2019-02-05,14,7,0.0,7.2,3,0,06:58 AM,05:53 PM,06:44 AM,05:33 PM,6,10,11,10,15,55,73,1.2,1020,14,12,136,11,shanghai
2019-02-06,18,11,0.0,8.7,4,7,07:35 AM,06:46 PM,06:43 AM,05:34 PM,10,14,14,14,12,32,81,0.0,1016,18,9,154,8,shanghai
2019-02-07,12,7,0.0,4.1,2,14,08:09 AM,07:40 PM,06:43 AM,05:35 PM,8,8,10,8,28,93,83,2.1,1021,12,7,44,20,shanghai
2019-02-08,7,5,0.0,4.1,2,22,08:41 AM,08:33 PM,06:42 AM,05:36 PM,2,3,6,3,21,100,77,8.7,1027,7,7,47,16,shanghai
2019-02-09,7,4,0.0,4.1,2,29,09:13 AM,09:26 PM,06:41 AM,05:37 PM,3,4,7,4,22,100,77,1.5,1029,7,12,48,16,shanghai
2019-02-10,4,-1,0.0,4.1,1,37,09:44 AM,10:20 PM,06:40 AM,05:37 PM,1,1,4,1,19,98,77,1.2,1032,4,13,26,14,shanghai
2019-02-11,7,-1,0.0,8.7,2,44,10:16 AM,11:16 PM,06:39 AM,05:38 PM,-2,2,4,2,13,25,62,0.2,1034,7,13,150,11,shanghai
2019-02-12,8,5,0.0,4.1,2,52,10:50 AM,No moonset,06:39 AM,05:39 PM,4,5,7,5,16,97,79,3.4,1031,8,13,80,11,shanghai
2019-02-13,9,6,0.0,4.1,2,60,11:28 AM,12:14 AM,06:38 AM,05:40 PM,5,6,8,6,21,99,79,4.4,1030,9,10,48,15,shanghai
2019-02-14,8,6,0.0,4.1,2,67,12:11 PM,01:14 AM,06:37 AM,05:41 PM,4,5,7,5,21,100,81,5.1,1029,8,11,75,15,shanghai
2019-02-15,9,6,0.0,4.1,2,75,01:00 PM,02:16 AM,06:36 AM,05:42 PM,6,6,8,6,12,100,90,36.6,1026,9,9,38,9,shanghai
2019-02-16,6,4,0.0,4.2,2,82,01:57 PM,03:20 AM,06:35 AM,05:42 PM,0,3,6,3,16,91,69,1.9,1029,6,11,123,12,shanghai
2019-02-17,10,3,0.0,8.7,2,90,03:01 PM,04:21 AM,06:34 AM,05:43 PM,-1,4,6,4,13,48,59,0.0,1029,10,14,162,10,shanghai
2019-02-18,9,5,0.0,4.2,2,97,04:09 PM,05:19 AM,06:33 AM,05:44 PM,5,5,7,5,17,100,83,6.5,1023,9,11,125,12,shanghai
2019-02-19,12,5,0.0,7.2,2,100,05:21 PM,06:12 AM,06:32 AM,05:45 PM,5,7,9,7,17,61,77,2.4,1022,12,10,296,13,shanghai
2019-02-20,7,3,0.0,4.2,2,88,06:31 PM,07:00 AM,06:31 AM,05:46 PM,4,5,7,5,12,97,83,8.3,1026,7,7,27,9,shanghai
2019-02-21,9,3,0.0,4.2,2,80,07:40 PM,07:43 AM,06:30 AM,05:46 PM,5,6,8,6,16,100,82,4.4,1027,9,7,48,12,shanghai
2019-02-22,8,6,0.0,4.2,2,73,08:47 PM,08:22 AM,06:29 AM,05:47 PM,4,5,7,5,15,93,80,3.0,1024,8,8,198,11,shanghai
2019-02-23,12,5,0.0,8.7,2,65,09:52 PM,09:01 AM,06:28 AM,05:48 PM,2,6,8,6,10,37,68,0.0,1026,12,15,252,8,shanghai
2019-02-24,14,7,0.0,8.7,4,57,10:54 PM,09:39 AM,06:27 AM,05:49 PM,2,9,10,9,9,13,60,0.0,1024,14,11,175,7,shanghai
2019-02-25,14,7,0.0,7.2,3,50,11:55 PM,10:17 AM,06:26 AM,05:49 PM,2,9,10,9,10,42,62,0.0,1023,14,10,156,7,shanghai
2019-02-26,13,9,0.0,8.7,3,42,No moonrise,10:57 AM,06:25 AM,05:50 PM,5,9,11,9,16,28,68,0.3,1024,13,10,74,12,shanghai
2019-02-27,11,9,0.0,4.2,3,35,12:54 AM,11:39 AM,06:24 AM,05:51 PM,8,8,10,8,15,100,85,8.8,1020,11,8,66,11,shanghai
2019-02-28,12,8,0.0,4.2,3,27,01:50 AM,12:24 PM,06:23 AM,05:52 PM,5,9,10,9,11,80,74,0.1,1022,12,10,100,8,shanghai
2019-03-01,12,8,0.0,7.2,3,26,02:42 AM,01:12 PM,06:22 AM,05:52 PM,4,9,10,9,13,58,69,0.4,1023,12,9,74,10,shanghai
2019-03-02,9,8,0.0,4.2,2,19,03:32 AM,02:02 PM,06:20 AM,05:53 PM,6,7,9,7,17,96,81,7.3,1018,9,9,61,12,shanghai
2019-03-03,12,8,0.0,4.3,2,12,04:17 AM,02:54 PM,06:19 AM,05:54 PM,5,8,9,8,14,84,76,0.1,1016,12,10,252,11,shanghai
2019-03-04,16,7,0.0,8.7,4,4,04:58 AM,03:48 PM,06:18 AM,05:55 PM,4,10,11,10,14,7,66,0.0,1019,16,10,253,11,shanghai
2019-03-05,11,8,0.0,4.3,3,0,05:36 AM,04:41 PM,06:17 AM,05:55 PM,7,8,10,8,22,79,82,4.8,1019,11,9,118,15,shanghai
2019-03-06,15,7,0.0,4.3,3,0,06:11 AM,05:35 PM,06:16 AM,05:56 PM,8,11,12,11,15,78,76,2.2,1019,15,6,240,11,shanghai
2019-03-07,12,6,0.0,8.7,4,3,06:43 AM,06:28 PM,06:15 AM,05:57 PM,1,7,9,7,20,16,56,0.0,1026,12,10,131,15,shanghai
2019-03-08,12,6,0.0,7.2,2,10,07:15 AM,07:22 PM,06:14 AM,05:57 PM,2,7,9,7,16,66,63,0.0,1025,12,10,91,12,shanghai
2019-03-09,16,8,0.0,4.3,3,17,07:46 AM,08:16 PM,06:12 AM,05:58 PM,9,12,12,12,10,89,82,4.8,1017,16,9,236,7,shanghai
2019-03-10,13,9,0.0,5.8,3,24,08:17 AM,09:12 PM,06:11 AM,05:59 PM,8,10,11,10,18,52,78,0.1,1016,13,10,269,13,shanghai
2019-03-11,19,9,0.0,8.7,5,32,08:51 AM,10:08 PM,06:10 AM,05:59 PM,6,13,14,13,16,6,61,0.0,1016,19,10,232,13,shanghai
2019-03-12,20,11,0.0,11.6,5,39,09:27 AM,11:07 PM,06:09 AM,06:00 PM,3,15,16,15,19,5,46,0.0,1018,20,10,201,15,shanghai
2019-03-13,15,9,0.0,11.6,3,46,10:07 AM,No moonset,06:08 AM,06:01 PM,3,11,12,11,14,25,55,0.0,1025,15,10,98,11,shanghai
2019-03-14,13,8,0.0,8.8,3,54,10:53 AM,12:07 AM,06:06 AM,06:01 PM,6,8,10,8,18,68,74,5.2,1025,13,8,138,13,shanghai
2019-03-15,20,9,0.0,11.6,4,61,11:45 AM,01:07 AM,06:05 AM,06:02 PM,5,14,15,14,20,27,61,0.0,1024,20,10,210,15,shanghai
2019-03-16,18,9,0.0,8.8,3,68,12:43 PM,02:07 AM,06:04 AM,06:03 PM,3,13,14,13,15,54,52,0.0,1024,18,10,144,11,shanghai
2019-03-17,21,11,0.0,8.8,4,75,01:48 PM,03:05 AM,06:03 AM,06:03 PM,7,15,15,15,14,49,60,0.0,1023,21,15,141,9,shanghai
2019-03-18,14,11,0.0,7.4,3,83,02:56 PM,03:58 AM,06:02 AM,06:04 PM,10,12,13,12,17,85,81,0.2,1019,14,19,135,12,shanghai
2019-03-19,19,10,0.0,12.1,4,90,04:05 PM,04:47 AM,06:00 AM,06:05 PM,8,13,14,13,19,21,72,0.0,1018,19,11,144,14,shanghai
2019-03-20,26,9,0.0,11.8,5,97,05:15 PM,05:32 AM,05:59 AM,06:05 PM,14,18,19,18,36,43,75,6.4,1008,26,9,188,24,shanghai
2019-03-21,18,10,0.0,10.5,3,100,06:23 PM,06:13 AM,05:58 AM,06:06 PM,12,14,15,14,17,70,82,18.6,1014,18,8,122,12,shanghai
2019-03-22,12,8,0.0,11.8,3,88,07:30 PM,06:52 AM,05:57 AM,06:07 PM,2,8,10,8,20,64,61,0.3,1024,12,10,29,16,shanghai
2019-03-23,16,8,0.0,12.5,4,81,08:35 PM,07:31 AM,05:56 AM,06:07 PM,1,11,12,11,9,29,50,1.2,1027,16,9,82,7,shanghai
2019-03-24,15,9,0.0,12.5,3,74,09:40 PM,08:09 AM,05:54 AM,06:08 PM,4,10,11,10,15,39,60,0.1,1024,15,10,118,12,shanghai
2019-03-25,18,10,0.0,9.2,3,66,10:41 PM,08:50 AM,05:53 AM,06:09 PM,8,12,13,12,9,70,70,5.1,1020,18,9,168,7,shanghai
2019-03-26,20,11,0.0,12.6,5,59,11:41 PM,09:33 AM,05:52 AM,06:09 PM,9,16,17,16,13,13,63,0.0,1021,20,10,193,11,shanghai
2019-03-27,21,14,0.0,11.8,4,52,No moonrise,10:18 AM,05:51 AM,06:10 PM,12,16,17,16,16,47,74,7.6,1016,21,9,143,12,shanghai
2019-03-28,19,14,0.0,9.2,4,45,12:36 AM,11:06 AM,05:49 AM,06:10 PM,13,16,16,16,12,73,81,15.4,1013,19,13,63,9,shanghai
2019-03-29,19,13,0.0,12.6,4,37,01:28 AM,11:56 AM,05:48 AM,06:11 PM,11,15,15,15,13,40,77,1.3,1015,19,18,109,10,shanghai
2019-03-30,22,9,0.0,12.7,5,30,02:14 AM,12:48 PM,05:47 AM,06:12 PM,7,15,16,15,20,25,62,0.0,1018,22,20,183,16,shanghai
2019-03-31,16,8,0.0,12.7,4,26,02:57 AM,01:41 PM,05:46 AM,06:12 PM,-4,11,12,11,11,27,33,0.0,1027,16,11,74,9,shanghai
2019-04-01,18,9,0.0,12.7,4,9,03:36 AM,02:34 PM,05:44 AM,06:13 PM,2,12,13,12,16,8,47,0.0,1026,18,10,163,13,shanghai
2019-04-02,17,10,0.0,9.3,3,1,04:12 AM,03:29 PM,05:43 AM,06:14 PM,6,12,13,12,19,62,64,0.0,1023,17,10,160,14,shanghai
2019-04-03,19,13,0.0,12.7,5,0,04:45 AM,04:22 PM,05:42 AM,06:14 PM,10,15,15,15,9,52,70,0.0,1025,19,10,138,7,shanghai
2019-04-04,15,11,0.0,10.6,3,0,05:17 AM,05:16 PM,05:41 AM,06:15 PM,9,12,13,12,16,61,81,1.3,1021,15,8,136,13,shanghai
2019-04-05,25,10,0.0,12.8,6,0,05:48 AM,06:10 PM,05:40 AM,06:15 PM,11,18,19,18,12,22,68,1.1,1015,25,9,237,9,shanghai
2019-04-06,25,16,0.0,12.8,6,6,06:19 AM,07:06 PM,05:38 AM,06:16 PM,13,20,20,20,16,6,65,0.0,1012,25,10,177,12,shanghai
2019-04-07,30,17,0.0,12.8,7,14,06:52 AM,08:03 PM,05:37 AM,06:17 PM,14,24,24,23,19,14,59,0.0,1010,30,10,205,13,shanghai
2019-04-08,27,18,0.0,12.8,6,21,07:28 AM,09:02 PM,05:36 AM,06:17 PM,16,23,23,22,18,10,70,0.0,1012,27,10,99,14,shanghai
2019-04-09,29,19,0.0,11.9,5,29,08:07 AM,10:02 PM,05:35 AM,06:18 PM,18,24,24,23,35,61,78,15.8,1006,29,9,205,22,shanghai
2019-04-10,14,11,0.0,8.0,3,36,08:50 AM,11:02 PM,05:34 AM,06:19 PM,6,11,13,11,23,81,67,0.3,1017,14,10,276,18,shanghai
2019-04-11,15,11,0.0,11.9,3,44,09:40 AM,No moonset,05:32 AM,06:19 PM,6,12,13,12,8,37,63,0.6,1018,15,8,59,7,shanghai
2019-04-12,21,12,0.0,12.9,5,52,10:35 AM,12:02 AM,05:31 AM,06:20 PM,8,16,16,16,11,1,61,0.0,1020,21,10,165,9,shanghai
2019-04-13,20,13,0.0,12.9,5,59,11:36 AM,12:59 AM,05:30 AM,06:21 PM,10,16,16,16,20,8,70,0.0,1018,20,10,134,16,shanghai
2019-04-14,21,15,0.0,12.9,5,67,12:40 PM,01:52 AM,05:29 AM,06:21 PM,11,17,18,17,16,28,69,0.0,1019,21,10,165,13,shanghai
2019-04-15,20,12,0.0,12.9,4,74,01:48 PM,02:40 AM,05:28 AM,06:22 PM,5,15,16,15,14,27,54,0.0,1022,20,10,87,11,shanghai
2019-04-16,18,11,0.0,13.0,5,82,02:55 PM,03:25 AM,05:27 AM,06:23 PM,9,14,15,14,21,30,70,0.0,1015,18,10,148,15,shanghai
2019-04-17,25,14,0.0,13.0,6,89,04:02 PM,04:06 AM,05:25 AM,06:23 PM,14,19,20,19,14,8,75,0.0,1013,25,10,156,11,shanghai
2019-04-18,28,16,0.0,13.0,5,97,05:09 PM,04:45 AM,05:24 AM,06:24 PM,15,22,22,21,19,14,70,0.0,1011,28,10,151,14,shanghai
2019-04-19,22,17,0.0,8.1,5,100,06:14 PM,05:23 AM,05:23 AM,06:25 PM,17,20,20,20,21,74,87,0.4,1011,22,9,114,15,shanghai
2019-04-20,23,18,0.0,10.7,5,88,07:20 PM,06:01 AM,05:22 AM,06:25 PM,17,20,21,20,28,68,81,0.2,1011,23,9,126,20,shanghai
2019-04-21,25,18,0.0,8.2,5,81,08:23 PM,06:41 AM,05:21 AM,06:26 PM,18,22,22,21,22,84,84,0.2,1009,25,10,124,16,shanghai
2019-04-22,21,19,0.0,8.2,4,73,09:26 PM,07:23 AM,05:20 AM,06:27 PM,19,20,20,20,20,100,93,9.4,1010,21,9,122,14,shanghai
2019-04-23,29,17,0.0,10.7,6,65,10:24 PM,08:08 AM,05:19 AM,06:27 PM,20,25,25,23,11,77,81,4.1,1008,29,10,213,8,shanghai
2019-04-24,26,21,0.0,9.5,5,58,11:19 PM,08:56 AM,05:18 AM,06:28 PM,20,25,25,23,8,61,81,0.1,1008,26,10,101,6,shanghai
2019-04-25,25,18,0.0,8.2,5,50,No moonrise,09:47 AM,05:17 AM,06:29 PM,17,22,22,21,10,70,81,0.4,1009,25,10,92,8,shanghai
2019-04-26,20,8,0.0,9.5,4,43,12:09 AM,10:39 AM,05:16 AM,06:29 PM,9,15,16,15,15,74,64,0.5,1017,20,15,20,12,shanghai
2019-04-27,18,8,0.0,13.2,5,35,12:54 AM,11:33 AM,05:15 AM,06:30 PM,6,14,14,14,19,20,58,0.0,1020,18,20,82,16,shanghai
2019-04-28,23,11,0.0,9.5,4,28,01:35 AM,12:26 PM,05:14 AM,06:31 PM,15,18,19,18,20,62,80,1.5,1015,23,16,148,14,shanghai
2019-04-29,25,17,0.0,8.2,5,20,02:11 AM,01:20 PM,05:13 AM,06:31 PM,16,20,21,20,8,81,78,0.2,1012,25,15,66,6,shanghai
2019-04-30,20,15,0.0,9.5,4,13,02:45 AM,02:13 PM,05:12 AM,06:32 PM,13,17,17,17,10,82,76,2.9,1012,20,14,67,8,shanghai
2019-05-01,24,16,0.0,10.8,5,12,03:18 AM,03:07 PM,05:11 AM,06:33 PM,11,20,20,20,15,64,59,0.6,1013,24,20,200,12,shanghai
2019-05-02,24,15,0.0,13.2,5,5,03:49 AM,04:02 PM,05:10 AM,06:33 PM,6,20,20,20,9,20,43,0.0,1018,24,15,136,8,shanghai
2019-05-03,28,19,0.0,13.3,7,0,04:20 AM,04:57 PM,05:09 AM,06:34 PM,5,23,23,23,10,1,33,0.0,1020,28,15,122,8,shanghai
2019-05-04,26,16,0.0,13.3,6,0,04:52 AM,05:54 PM,05:08 AM,06:35 PM,6,21,21,21,15,32,40,0.0,1018,26,10,119,11,shanghai
2019-05-05,25,17,0.0,13.3,6,2,05:27 AM,06:53 PM,05:07 AM,06:35 PM,13,22,22,21,18,3,63,0.0,1016,25,10,121,15,shanghai
2019-05-06,20,13,0.0,13.3,4,9,06:05 AM,07:54 PM,05:06 AM,06:36 PM,7,17,17,17,23,30,52,0.0,1019,20,10,43,18,shanghai
2019-05-07,20,11,0.0,13.3,5,17,06:47 AM,08:56 PM,05:06 AM,06:37 PM,3,17,17,17,17,14,38,0.0,1020,20,10,57,14,shanghai
2019-05-08,21,15,0.0,13.3,5,24,07:36 AM,09:57 PM,05:05 AM,06:37 PM,8,18,18,18,15,43,53,0.0,1015,21,10,119,12,shanghai
2019-05-09,27,16,0.0,13.3,6,31,08:30 AM,10:56 PM,05:04 AM,06:38 PM,12,21,21,21,12,14,62,0.0,1011,27,10,115,10,shanghai
2019-05-10,26,17,0.0,13.4,6,39,09:30 AM,11:50 PM,05:03 AM,06:39 PM,12,22,22,21,16,13,56,0.0,1013,26,10,135,12,shanghai
2019-05-11,28,18,0.0,13.4,6,46,10:33 AM,No moonset,05:02 AM,06:39 PM,12,23,23,23,16,7,53,0.0,1014,28,10,142,13,shanghai
2019-05-12,27,18,0.0,12.0,5,53,11:38 AM,12:39 AM,05:02 AM,06:40 PM,14,23,23,22,19,30,59,0.0,1014,27,10,130,15,shanghai
2019-05-13,22,18,0.0,10.8,5,60,12:44 PM,01:24 AM,05:01 AM,06:41 PM,15,20,21,20,20,62,73,22.3,1012,22,9,138,15,shanghai
2019-05-14,23,17,0.0,10.8,5,68,01:50 PM,02:05 AM,05:00 AM,06:41 PM,15,20,20,20,14,67,78,1.9,1012,23,10,102,11,shanghai
2019-05-15,23,19,0.0,8.4,5,75,02:54 PM,02:43 AM,05:00 AM,06:42 PM,18,21,21,21,21,93,85,0.9,1010,23,9,125,16,shanghai
2019-05-16,27,20,0.0,8.7,5,82,03:58 PM,03:20 AM,04:59 AM,06:43 PM,19,24,24,23,13,96,83,2.4,1007,27,10,115,10,shanghai
2019-05-17,28,21,0.0,9.8,6,89,05:03 PM,03:57 AM,04:58 AM,06:43 PM,21,27,27,25,15,74,81,1.2,1004,28,10,116,12,shanghai
